TraLoc,LatLoc
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00621877269958837
-3.8688776085649,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,-0.00397423809467945
-3.86378047311844,0.00621877269958837
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00621877269958837
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,-0.00397423809467945
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,-0.00397423809467945
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00621877269958837
-3.86378047311844,0.00621877269958837
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,-0.00397423809467945
-3.86378047311844,0.00112226730245446
-3.85868333767197,0.00112226730245446
-3.49678672097263,0.00112226730245446
-2.27857134926644,0.00112226730245446
-1.6516236893507,0.00112226730245446
-1.22856144729373,0.00112226730245446
-1.08074451934612,0.00112226730245446
-1.68220650202951,0.00112226730245446
-3.08901588525508,0.00112226730245446
-3.82810052499315,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.86378047311844,-0.00397423809467945
-3.86378047311844,-0.00397423809467945
-3.86378047311844,0.00112226730245446
-3.86378047311844,0.00112226730245446
-3.8688776085649,-0.00397423809467945
-